name,birth_date,birth_place,death_date,death_place,url,in_the_db,wikidata_id
Johan Svensson,,,,,https://www.swedishmusicalheritage.com/composers/svensson-johan2/,false,
Kristofer Svensson,,,,,https://www.swedishmusicalheritage.com/composers/svensson-kristofer/,false,
Martin Svensson,,,,,https://www.swedishmusicalheritage.com/composers/svensson-martin/,false,
Mattias Svensson Sandell,,,,,https://www.swedishmusicalheritage.com/composers/svensson-sandell-mattias/,false,
Sven E. Svensson,3 November 1899,Västerås,22 April 1960,Uppsala,https://www.swedishmusicalheritage.com/composers/svensson-sven-e/,false,
David Swärd,,,,,https://www.swedishmusicalheritage.com/composers/sward-david/,false,
Sixten Sylvan,20 februari 1914,Lund,11 juli 2001,Ödåkra (Helsingborg),https://www.swedishmusicalheritage.com/composers/sylvan-sixten/,false,
Mirjam Tally,,,,,https://www.swedishmusicalheritage.com/composers/tally-mirjam/,false,
Kent Tankred,,,,,https://www.swedishmusicalheritage.com/composers/tankred-kent/,false,
Andrea Tarrodi,,,,,https://www.swedishmusicalheritage.com/composers/tarrodi-andrea/,true,Q4982069
Evert Taube,12 mars 1890,,31 januari 1976,"Maria församling, Stockholm,",https://www.swedishmusicalheritage.com/composers/taube-evert/,false,
Sigrid Taube,7 januari 1888,Malmö,30 september 1981,Danderyd,https://www.swedishmusicalheritage.com/composers/taube-sigrid/,false,
Martin Tegen,28 april 1919,,17 april 2019,Stockholm,https://www.swedishmusicalheritage.com/composers/tegen-martin/,false,
Alice Tegnér,12 March 1864,Karlshamn,26 May 1943,Stockholm,https://www.swedishmusicalheritage.com/composers/tegner-alice/,true,Q462879
Molly Teleman,,,,,https://www.swedishmusicalheritage.com/composers/teleman-molly/,false,
Hans Jacob Tengvall,28 June 1787,Malmö,8 May 1863,the same city,https://www.swedishmusicalheritage.com/composers/tengvall-hans-jakob/,false,
Hélène Tham,16 December 1843,"Stockholm,",26 July 1925,"Stockholm,",https://www.swedishmusicalheritage.com/composers/tham-helene/,false,
Hilda Thegerström,17 September 1838,d,6 December 1907,was one of the most important Swedish pianists during the second half of the 19th century,https://www.swedishmusicalheritage.com/composers/thegerstrom-hilda/,false,
Prinsessan Teresia,21 December 1836,the Bavarian castle of Triesdorf,9 November 1914,Stockholm,https://www.swedishmusicalheritage.com/composers/therese-prinsessan/,false,
Stefan Thorsson,,,,,https://www.swedishmusicalheritage.com/composers/thorsson-stefan/,false,
Herman Theodor Thunman,23 augusti 1827,,16 augusti 1884,Hedvig Eleonora församling (Stockholm),https://www.swedishmusicalheritage.com/composers/thunman-herman-theodor/,false,
Gunnar Thyrestam,11 oktober 1900,,23 februari 1984,samma församling,https://www.swedishmusicalheritage.com/composers/thyrestam-gunnar/,false,
Leilei Tian,,,,,https://www.swedishmusicalheritage.com/composers/tian-leilei/,true,Q10556500
Eric Tollén,12 juli 1787,Sya församling (Mjölby),22 december 1866,Östra Eneby församling (Norrköping),https://www.swedishmusicalheritage.com/composers/tollen-eric/,false,
Martina Tomner,,,,,https://www.swedishmusicalheritage.com/composers/tomner-martina/,false,
Jon Fredrik Törnwall,5 May 1819,"Överby in the northern part region of Kalmar,",16 March 1898,Linköping,https://www.swedishmusicalheritage.com/composers/tornwall-jon-fredrik/,false,
Klas Torstensson,,,,,https://www.swedishmusicalheritage.com/composers/torstensson-klas/,true,
Peter van Tour,,,,,https://www.swedishmusicalheritage.com/composers/tour-peter-van/,false,
Eduard Tubin,,,,,https://www.swedishmusicalheritage.com/composers/tubin-eduard/,true,Q434931
Erik Tulindberg,22 February 1761,"the village of Saarenpää in what was then Swedish Ostrobothnia,",1 September 1814,Turku,https://www.swedishmusicalheritage.com/composers/tulindberg-erik/,true,Q322836
Otto Tullberg,26 september 1802,Nöbbele församling (Växjö),12 april 1853,Uppsala domkyrkoförsamling,https://www.swedishmusicalheritage.com/composers/tullberg-otto/,false,
Nils Tykesson,,,,,https://www.swedishmusicalheritage.com/composers/tykesson-nils/,false,
Åke Uddén,,,,,https://www.swedishmusicalheritage.com/composers/udden-ke/,true,Q6218623
Wilhelm Uddén,4 August 1799,Stockholm,3 May 1868,Stockholm,https://www.swedishmusicalheritage.com/composers/udden-wilhelm/,false,
Conrad Rudolf af Uhr,19 maj 1819,Gävle,12 mars 1871,Stockholm,https://www.swedishmusicalheritage.com/composers/uhr-conrad-rudolf-af/,false,
Lisa Ullén,,,,,https://www.swedishmusicalheritage.com/composers/ullen-lisa/,false,
Bo Ullman,,,,,https://www.swedishmusicalheritage.com/composers/ullman-bo/,false,
Carl Fredrik Ullman,30 oktober 1809,Skänninge församling,18 april 1873,Karlshamns församling,https://www.swedishmusicalheritage.com/composers/ullman-carl-fredrik/,false,
Drottning Ulrika Eleonora [d.ä.],11 september 1656,,,,https://www.swedishmusicalheritage.com/composers/ulrika-eleonora-da-drottning/,false,
Carl Unander-Scharin,,,,,https://www.swedishmusicalheritage.com/composers/unander-scharin-carl/,true,Q5040897
Tamas Ungvary,,,,,https://www.swedishmusicalheritage.com/composers/ungvary-tamas/,false,
Francesco Antonio Uttini,,,25 October 1795,Stockholm,https://www.swedishmusicalheritage.com/composers/uttini-francesco-antonio/,false,
Karl Valentin,30 May 1853,Gothenburg,1 April 1918,Stockholm (Lidingö),https://www.swedishmusicalheritage.com/composers/valentin-karl/,false,
Jonas Valfridsson,,,,,https://www.swedishmusicalheritage.com/composers/valfridsson-jonas/,false,
Gunnar Valkare,,,,,https://www.swedishmusicalheritage.com/composers/valkare-gunnar/,false,
Victor Varela,,,,,https://www.swedishmusicalheritage.com/composers/varela-victor/,true,Q7944743
Gary Verkade,,,,,https://www.swedishmusicalheritage.com/composers/verkade-gary/,false,
Sergei Dmitriev Viluman,,,,,https://www.swedishmusicalheritage.com/composers/viluman-sergei-dmitriev/,false,
Georg Joseph Vogler,15 June 1749,Würzburg,6 May 1814,Darmstadt,https://www.swedishmusicalheritage.com/composers/vogler-georg-joseph/,true,Q708557
Frans von Heland,11 juni 1843,"Katarina församling, Stockholm,",2 juni 1923,Oscars församling (Stockholm),https://www.swedishmusicalheritage.com/composers/von-heland-frans/,false,
Augusta von Otter,7 februari 1869,Uddevalla,,,https://www.swedishmusicalheritage.com/composers/von-otter-augusta/,false,
Patrik Vretblad,5 April 1876,"Svartnäs, Dalarna",15 January 1953,Stockholm,https://www.swedishmusicalheritage.com/composers/vretblad-patrik/,false,
Axel Raoul Wachtmeister,2 April 1865,London,12 December 1947,Malmö,https://www.swedishmusicalheritage.com/composers/wachtmeister-axel-raoul/,false,
Erik Wadman,,,,,https://www.swedishmusicalheritage.com/composers/wadman-erik/,false,
Rune Wahlberg,,,,,https://www.swedishmusicalheritage.com/composers/wahlberg-rune/,false,
Thommy Stig Wahlström,,,,,https://www.swedishmusicalheritage.com/composers/wahlstrom-thommy-stig/,false,
Michael Waldenby,,,,,https://www.swedishmusicalheritage.com/composers/waldenby-michael/,false,
Anders Wall,,,,,https://www.swedishmusicalheritage.com/composers/wall-anders/,false,
Jan Wallgren,,,,,https://www.swedishmusicalheritage.com/composers/wallgren-jan/,false,
Thomas Christian Walter,,,18 november 1788,Tranquebar (huvudort i dåtida dansk besittning i Indien),https://www.swedishmusicalheritage.com/composers/walther-/,false,
Frej Wedlund,,,,,https://www.swedishmusicalheritage.com/composers/wedlund-frej/,false,
Anna E Weiser,,,,,https://www.swedishmusicalheritage.com/composers/weiser-anna-e/,false,
Svea Welander (Nordblad),24 juli 1898,"Hyllie församling, Limhamn/Malmö,",20 mars 1985,Burlövs förasamling,https://www.swedishmusicalheritage.com/composers/welander-svea/,false,
Waldemar Welander,28 augusti 1899,,2 januari 1984,Åkarp (Burlövs församling),https://www.swedishmusicalheritage.com/composers/welander-waldemar/,false,
Karl-Erik Welin,,,,,https://www.swedishmusicalheritage.com/composers/welin-karl-erik/,false,
Sven Åke Welin,29 maj 1902,Hjulsjö församling (Nora),28 september 1973,Martin Luthers församling (Halmstad),https://www.swedishmusicalheritage.com/composers/welin-sven-ke/,false,
Frans Weller,,,15 juli 1860,"Tyska S:ta Gertruds församling, Stockholm,",https://www.swedishmusicalheritage.com/composers/weller-frans/,false,
Gerda Wennerberg,,,,,https://www.swedishmusicalheritage.com/composers/wennerberg-gerda/,false,
Gunnar Wennerberg,2 October 1817,Lidköping,24 August 1901,,https://www.swedishmusicalheritage.com/composers/wennerberg-gunnar/,false,
Gustaf Wennerberg,19 januari 1856,,2 augusti 1928,,https://www.swedishmusicalheritage.com/composers/wennerberg-gustaf/,false,
Sara Wennerberg-Reuter,11 February 1875,"Otterstad, Västergötland,",29 March 1959,Stockholm,https://www.swedishmusicalheritage.com/composers/wennerberg-reuter-sara/,true,Q4990297
Christian Wenster,5 februari 1735,Kristianstads stadsförsamling,3 april 1823,Lunds domkyrkoförsamling,https://www.swedishmusicalheritage.com/composers/wenster-christian/,false,
Lars Johan Werle,,,,,https://www.swedishmusicalheritage.com/composers/werle-lars-johan/,true,Q4107873
Anders Wesström,,,7 May 1781,"Uppsala, succeeded his father as organist and music teacher in his hometown of Hudiksvall at the age of 13",https://www.swedishmusicalheritage.com/composers/wesstrom-anders/,true,Q6237151
Eric Westberg,9 May 1892,Hudiksvall,16 October 1944,Stockholm,https://www.swedishmusicalheritage.com/composers/westberg-eric/,false,
Carl (Johan) Westerdahl,27 september 1779,Lunds domkyrkoförsamling,16 mars 1820,"S:ta Klara församling, Stockholm,",https://www.swedishmusicalheritage.com/composers/westerdahl-carl-johan/,false,
Pehr [af] Westerstrand,27 februari 1785,"Ukna socken, Kalmar län",23 oktober 1857,Åkers Styckebruk (vid ett tillfälligt besök där),https://www.swedishmusicalheritage.com/composers/westerstrand-pehr-af/,false,
Lennart Westman,,,,,https://www.swedishmusicalheritage.com/composers/westman-lennart/,false,
Fredrika Wickman,28 mars 1852,Stockholm,,,https://www.swedishmusicalheritage.com/composers/wickman-fredrika/,false,
Ivar Widéen,21 March 1871,Bällö in the province of Småland,16 March 1951,Lidköping,https://www.swedishmusicalheritage.com/composers/wideen-ivar/,false,
Ivar Widner,29 december 1891,"Kolsva, Bro församling (Köping)",26 augusti 1973,Farsta församling (Stockholm),https://www.swedishmusicalheritage.com/composers/widner-ivar/,false,
Viktor Widqvist,27 december 1881,,22 december 1952,Bromma församling,https://www.swedishmusicalheritage.com/composers/widqvist-viktor/,false,
Adam Wiernik,,,,,https://www.swedishmusicalheritage.com/composers/wiernik-adam/,false,
Ingvar Wieslander,19 May 1917,Jönköping,29 April 1963,Malmö,https://www.swedishmusicalheritage.com/composers/wieslander-ingvar/,true,Q6240680
David Wikander,21 July 1884,,15 November 1955,,https://www.swedishmusicalheritage.com/composers/wikander-david/,false,
Kurt Wiklander,,,,,https://www.swedishmusicalheritage.com/composers/wiklander-kurt/,false,
Adolf Wiklund,5 June 1879,"Långserud, Värmland,",2 April 1950,Stockholm,https://www.swedishmusicalheritage.com/composers/wiklund-adolf/,true,Q364533
Bo Wiklund,,,,,https://www.swedishmusicalheritage.com/composers/wiklund-bo/,false,
Johan Wikmanson,28 December 1753,Stockholm where he died on 10 January 1800,10 January 1800,Stockholm where he died on 10 January 1800,https://www.swedishmusicalheritage.com/composers/wikmanson-johan/,true,Q1692102
Inger Wikström,,,,,https://www.swedishmusicalheritage.com/composers/wikstrom-inger/,true,Q4990539
Tobias Wilhelmi,7 April 1885,Amsterdam,24 October 1944,Stockholm,https://www.swedishmusicalheritage.com/composers/wilhelmi-tobias/,false,
Martin Willert,,,,,https://www.swedishmusicalheritage.com/composers/willert-martin/,false,
Otto Daniel Winge,2 May 1810,"Sko Parish, Uppland",16 January 1886,Stockholm,https://www.swedishmusicalheritage.com/composers/winge-otto-daniel/,false,
Gustaf Edvard Winroth,26 februari 1821,Stockholms Storkyrkoförsamling,17 juli 1856,S:t Laurentii församling (Söderköping),https://www.swedishmusicalheritage.com/composers/winroth-gustaf-edvard/,false,
Tomas Winter,,,,,https://www.swedishmusicalheritage.com/composers/winter-tomas/,false,
Dag Wirén,,,,,https://www.swedishmusicalheritage.com/composers/wiren-dag/,true,Q1157173
Karl Wohlfart,19 November 1874,Hycklinge parish in the region of Östergötland,30 April 1943,"Stockholm, was a Swedish piano teacher, organist, conductor and composer",https://www.swedishmusicalheritage.com/composers/wohlfart-karl/,false,
Augusta Wrangel,5 juni 1658,,27 januari 1699,,https://www.swedishmusicalheritage.com/composers/wrangel-augusta/,false,
Fredrik Wrangel,17 juli 1816,,9 juli 1896,Växjö,https://www.swedishmusicalheritage.com/composers/wrangel-erik-fredrik/,false,
Hedda Wrangel,11 December 1792,,24 July 1833,,https://www.swedishmusicalheritage.com/composers/wrangel-hedda/,true,Q4990740
Marcus Wrangö,,,,,https://www.swedishmusicalheritage.com/composers/wrango-marcus/,false,
Jan Yngwe,,,,,https://www.swedishmusicalheritage.com/composers/yngwe-jan/,false,
Johan Gottfried Zaar,15 maj 1754,,30 juli 1818,"Hedvig Eleonora församling, Stockholm,",https://www.swedishmusicalheritage.com/composers/zaar-johan-gottfried/,false,
Johan Zander,15 October 1752,Stockholm,,,https://www.swedishmusicalheritage.com/composers/zander-johan/,false,
Sven Zanders,9 januari 1791,,4 juni 1863,Skara stadsförsamling,https://www.swedishmusicalheritage.com/composers/zanders-sven/,false,
Erik Lorens Zebell,7 januari 1767,"S:t Nikolai församling, Nyköping,",,,https://www.swedishmusicalheritage.com/composers/zebell-erik-lornes/,false,
Viktor Zeidner,,,,,https://www.swedishmusicalheritage.com/composers/zeidner-viktor/,false,
Ferdinand Zellbell d.ä.,6 juli 1765,"Uppsala Domkyrkoförsamling 1689 (troligen den 14 april), avliden i Stockholms Storkyrkoförsamling",6 juli 1765,Stockholms Storkyrkoförsamling,https://www.swedishmusicalheritage.com/composers/zellbell-da-ferdinand/,false,
Ferdinand Zellbell d.y.,,,21 April 1780,,https://www.swedishmusicalheritage.com/composers/zellbell-ferdinand/,false,
Michael Zethrin,,,"3 April, 1731",Stockholm,https://www.swedishmusicalheritage.com/composers/zethrin-michael/,false,
Andreas Zhibaj,,,,,https://www.swedishmusicalheritage.com/composers/zhibaj-andreas/,false,
Edvin Ziedner,16 februari 1892,,18 november 1951,Danderyds församling,https://www.swedishmusicalheritage.com/composers/ziedner-edvin/,false,
DJuro Zivkovic,,,,,https://www.swedishmusicalheritage.com/composers/zivkovic-djuro/,false,
Johan Christian Zschotzscher,20 april 1741,Växjö,,,https://www.swedishmusicalheritage.com/composers/zschotzscher-johan-christian/,false,
Tommy Zwedberg,,,,,https://www.swedishmusicalheritage.com/composers/zwedberg-tommy/,false,
