article,name,birth,death,nationality,notable_21_century_works,era
Easley_Blackwood_Jr.,Easley Blackwood Jr.,1933,,American,,21st-century classical
David_Blake_(composer),David Blake,1936,,British,,21st-century classical
Mike_Block,Mike Block,1982,,American,,21st-century classical
Sylvie_Bodorová,Sylvie Bodorová,1954,,Czech,,21st-century classical
Konrad_Boehmer,Konrad Boehmer,1941,2014,Dutch-German,,21st-century classical
Philippe_Boesmans,Philippe Boesmans,1936,,Belgian,,21st-century classical
John_Abram,John Abram,1959,,Anglo-Canadian,,21st-century classical
Larry_Lake_(musician),Larry Lake,1943,2013,Canadian,,21st-century classical
Michel_Longtin,Michel Longtin,1946,,Canadian,,21st-century classical
Alcides_Lanza,Alcides Lanza,1929,,Canadian,,21st-century classical
Marcelle_Deschênes,Marcelle Deschênes,1939,,Canadian,,21st-century classical
Andrew_Ager,Andrew Ager,1962,,Canadian,,21st-century classical
Taylor_Brook,Taylor Brook,1985,,Canadian,,21st-century classical
William_Bolcom,William Bolcom,1938,,American,,21st-century classical
Cornelis_de_Bondt,Cornelis de Bondt,1953,,Dutch,,21st-century classical
Daniel_Börtz,Daniel Börtz,1943,,Swedish,,21st-century classical
Hans-Jürgen_von_Bose,Hans-Jürgen von Bose,1953,,German,,21st-century classical
Ned_Bouhalassa,Ned Bouhalassa,1962,,French Canadian,,21st-century classical
Pierre_Boulez,Pierre Boulez,1925,2016,French,Incises; Dérive 2,21st-century classical
Denys_Bouliane,Denys Bouliane,1955,,French Canadian,,21st-century classical
Hendrik_Bouman,Hendrik Bouman,1951,,Dutch,,21st-century classical
Guy_Bovet,Guy Bovet,1942,,Swiss,,21st-century classical
Anne_Boyd,Anne Boyd,1946,,Australian,,21st-century classical
Benjamin_C._S._Boyle,Benjamin C. S. Boyle,1979,,American,,21st-century classical
Tim_Brady,Tim Brady,1956,,Canadian,,21st-century classical
Glenn_Branca,Glenn Branca,1948,2018,American,,21st-century classical
Neil_Brand,Neil Brand,1958,,British,,21st-century classical
Henry_Brant,Henry Brant,1913,2008,American,Ice Field,21st-century classical
Anthony_Braxton,Anthony Braxton,1945,,American,,21st-century classical
Charlotte_Bray,Charlotte Bray,1982,,British,,21st-century classical
Martin_Bresnick,Martin Bresnick,1946,,American,,21st-century classical
Willem_Breuker,Willem Breuker,1944,2010,Dutch,,21st-century classical
Roger_Briggs,Roger Briggs,1952,,American,,21st-century classical
Leo_Brouwer,Leo Brouwer,1939,,Cuban,,21st-century classical
Stephen_Brown_(composer),Stephen Brown,1948,,Canadian,,21st-century classical
David_Bruce_(composer),David Bruce,1970,,British,Gumboots,21st-century classical
Karl_Gottfried_Brunotte,Karl Gottfried Brunotte,1958,,German,,21st-century classical
Elisabetta_Brusa,Elisabetta Brusa,1954,,Italian,,21st-century classical
Joanna_Bruzdowicz,Joanna Bruzdowicz,1943,,Polish,,21st-century classical
Gavin_Bryars,Gavin Bryars,1943,,British,,21st-century classical
Gunnar_Bucht,Gunnar Bucht,1927,,Swedish,,21st-century classical
Boudewijn_Buckinx,Boudewijn Buckinx,1945,,Belgian,,21st-century classical
Lam_Bun-Ching,Lam Bun-Ching,1954,,Chinese,,21st-century classical
Geoffrey_Burgon,Geoffrey Burgon,1941,2010,British,,21st-century classical
Diana_Burrell,Diana Burrell,1948,,British,,21st-century classical
Keith_Burstein,Keith Burstein,1957,,British,,21st-century classical
Howard_J._Buss,Howard J. Buss,1951,,American,,21st-century classical
Sylvano_Bussotti,Sylvano Bussotti,1931,,Italian,,21st-century classical
Javier_Busto,Javier Busto,1949,,Spanish,,21st-century classical
Nigel_Butterley,Nigel Butterley,1935,,Australian,,21st-century classical
Rodrigo_Cadiz,Rodrigo Cadiz,1972,,Chilean,,21st-century classical
Derek_Bell_(musician),Derek Bell,1935,2002,Irish,,21st-century classical
Christian_Calon,Christian Calon,1950,,French Canadian,,21st-century classical
Jacques_Calonne,Jacques Calonne,1930,,Belgian,,21st-century classical
Gérard_Calvi,Gérard Calvi,1922,2015,French,,21st-century classical
Allison_Cameron_(composer),Allison Cameron,1963,,Canadian,,21st-century classical
Charles_Camilleri,Charles Camilleri,1931,2009,Maltese,,21st-century classical
Bruno_Canino,Bruno Canino,1935,,Italian,,21st-century classical
Dmitri_Capyrin,Dmitri Capyrin,1960,,Russian,,21st-century classical
Robert_Carl,Robert Carl,1954,,American,,21st-century classical
Wendy_Carlos,Wendy Carlos,1939,,American,,21st-century classical
Michael_Carnes,Michael Carnes,1950,,American,,21st-century classical
Roberto_Carnevale,Roberto Carnevale,1966,,Italian,"""Linae""",21st-century classical
Cristian_Carrara,Cristian Carrara,1977,,Italian,"Vivaldi. In memoriam"", Magnificat""",21st-century classical
Altamiro_Carrilho,Altamiro Carrilho,1924,2012,Brazilian,,21st-century classical
Edwin_Carr_(composer),Edwin Carr,1926,2003,New Zealander,,21st-century classical
Elliott_Carter,Elliott Carter,1908,2012,American,,21st-century classical
Philip_Cashian,Philip Cashian,1963,,British,,21st-century classical
John_Casken,John Casken,1949,,British,,21st-century classical
Jacques_Castérède,Jacques Castérède,1926,2014,French,,21st-century classical
Daniel_Catán,Daniel Catán,1949,2011,Mexican,,21st-century classical
Richard_Causton_(composer),Richard Causton,1971,,British,,21st-century classical
Friedrich_Cerha,Friedrich Cerha,1926,,Austrian,,21st-century classical
Jean-Pascal_Chaigne,Jean-Pascal Chaigne,1977,,French,,21st-century classical
Evan_Chambers,Evan Chambers,1963,,American,,21st-century classical
John_Oswald_(composer),John Oswald,1953,,Canadian,,21st-century classical
Derek_Charke,Derek Charke,1974,,Canadian,,21st-century classical
Eric_Chasalow,Eric Chasalow,1955,,American,,21st-century classical
Rhys_Chatham,Rhys Chatham,1952,,American,,21st-century classical
Stephen_Chatman,Stephen Chatman,1950,,Canadian,,21st-century classical
Qigang_Chen,Qigang Chen,1951,,Chinese-French,,21st-century classical
Brian_Cherney,Brian Cherney,1942,,Canadian,,21st-century classical
Sansan_Chien,Sansan Chien,1967,2011,Taiwanese,,21st-century classical
Bob_Chilcott,Bob Chilcott,1955,,British,,21st-century classical
Mary_Ellen_Childs,Mary Ellen Childs,1957,,American,,21st-century classical
Unsuk_Chin,Unsuk Chin,1961,,South Korean–German,,21st-century classical
Michel_Chion,Michel Chion,1947,,French,,21st-century classical
Henning_Christiansen,Henning Christiansen,1932,2008,Danish,,21st-century classical
James_Clapperton,James Clapperton,1968,,Scottish,,21st-century classical
Aldo_Clementi,Aldo Clementi,1925,2011,Italian,,21st-century classical
Gloria_Coates,Gloria Coates,1938,,American,,21st-century classical
Julian_Cochran,Julian Cochran,1974,,Australian,,21st-century classical
Allen_Cohen_(composer),Allen Cohen,1951,,American,,21st-century classical
Jonathan_Cole,Jonathan Cole,1970,,British,,21st-century classical
Nicolas_Collins,Nicolas Collins,1954,,American,,21st-century classical
Juan_J._Colomer,Juan Colomer,1966,,Spanish,,21st-century classical
Liviu_Comes,Liviu Comes,1918,2004,Romanian,,21st-century classical
Graziella_Concas,Graziella Concas,1970,,Italian,,21st-century classical
Justin_Connolly,Justin Connolly,1933,,British,,21st-century classical
Marius_Constant,Marius Constant,1925,2004,French-Romanian,,21st-century classical
David_Cope,David Cope,1941,,American,,21st-century classical
Sidney_Corbett,Sidney Corbett,1960,,American,,21st-century classical
Frank_Corcoran,Frank Corcoran,1944,,Irish,,21st-century classical
Roque_Cordero,Roque Cordero,1917,2008,Panamanian,,21st-century classical
John_Corigliano,John Corigliano,1938,,American,,21st-century classical
Vladimir_Cosma,Vladimir Cosma,1940,,French-Romanian,,21st-century classical
Edward_Cowie,Edward Cowie,1943,,British,,21st-century classical
Noah_Creshevsky,Noah Creshevsky,1945,,American,,21st-century classical
Gordon_Crosse,Gordon Crosse,1937,,British,,21st-century classical
George_Crumb,George Crumb,1929,,American,,21st-century classical
Andrew_Culver_(composer),Andrew Culver,1953,,American,,21st-century classical
Alvin_Curran,Alvin Curran,1938,,American,,21st-century classical
Joe_Cutler,Joe Cutler,1968,,British,,21st-century classical
Chaya_Czernowin,Chaya Czernowin,1957,,Israeli,,21st-century classical
Henryk_Czyż,Henryk Czyż,1923,2003,Polish,,21st-century classical
Alexandre_Danilevsky,Alexandre Danilevsky,1957,,Russian-French,,21st-century classical
Michael_Daugherty,Michael Daugherty,1954,,American,,21st-century classical
Mario_Davidovsky,Mario Davidovsky,1934,2019,Argentine-American,,21st-century classical
Robert_Davidson_(composer),Robert Davidson,1965,,Australian,,21st-century classical
Matthew_de_Lacey_Davidson,Matthew de Lacey Davidson,1964,,Canadian,,21st-century classical
Hugh_Davies_(composer),Hugh Davies,1943,2005,British,,21st-century classical
Peter_Maxwell_Davies,Peter Maxwell Davies,1934,2016,British,Naxos Quartets; Kommilitonen!; Symphony No. 8; Symphony No. 9,21st-century classical
Tansy_Davies,Tansy Davies,1973,,British,,21st-century classical
Victor_Davies,Victor Davies,1939,,Canadian,,21st-century classical
Anthony_Davis_(composer),Anthony Davis,1951,,American,,21st-century classical
Carl_Davis,Carl Davis,1936,,American,,21st-century classical
Brett_Dean,Brett Dean,1961,,Australian,,21st-century classical
Raymond_Deane,Raymond Deane,1953,,Irish,,21st-century classical
Michel_Decoust,Michel Decoust,1936,,French,,21st-century classical
David_Del_Tredici,David Del Tredici,1937,,American,,21st-century classical
Norman_Dello_Joio,Norman Dello Joio,1913,2008,American,,21st-century classical
Ratko_Delorko,Ratko Delorko,1959,,German,,21st-century classical
Michael_Denhoff,Michael Denhoff,1955,,German,,21st-century classical
Donnacha_Dennehy,Donnacha Dennehy,1970,,Irish,,21st-century classical
Dejan_Despić,Dejan Despić,1930,,Serbian,,21st-century classical
Leonid_Desyatnikov,Leonid Desyatnikov,1955,,Russian,,21st-century classical
Frédéric_Devreese,Frédéric Devreese,1929,,Belgian,,21st-century classical
Matthew_Dewey,Matthew Dewey,1984,,Australian,,21st-century classical
Rauf_Dhomi,Rauf Dhomi,1945,,Kosovar,,21st-century classical
David_Diamond_(composer),David Diamond,1915,2005,American,,21st-century classical
Robert_Dick_(flutist),Robert Dick,1950,,American,,21st-century classical
Peter_Dickinson_(musician),Peter Dickinson,1934,,British,,21st-century classical
Oscar_van_Dillen,Oscar van Dillen,1958,,Dutch,,21st-century classical
James_Dillon_(composer),James Dillon,1950,,Scottish,,21st-century classical
Violeta_Dinescu,Violeta Dinescu,1953,,Romanian,,21st-century classical
Paul_Dirmeikis,Paul Dirmeikis,1954,,American,,21st-century classical
Salvatore_Di_Vittorio,Salvatore Di Vittorio,1967,,Italian,,21st-century classical
Ramin_Djawadi,Ramin Djawadi,1974,,German,,21st-century classical
Charles_Dodge_(composer),Charles Dodge,1942,,American,,21st-century classical
Stephen_Dodgson,Stephen Dodgson,1924,2013,British,,21st-century classical
Paul_Dolden,Paul Dolden,1956,,Canadian,,21st-century classical
Tim_Benjamin,Tim Benjamin,1975,,Anglo-French,,21st-century classical
Paul_Doornbusch,Paul Doornbusch,1960,,Australian,,21st-century classical
Avner_Dorman,Avner Dorman,1975,,Israeli,,21st-century classical
James_Douglas_(composer),James Douglas,1932,,Scottish,,21st-century classical
Jonathan_Dove,Jonathan Dove,1959,,British,,21st-century classical
John_W._Downey,John W. Downey,1927,2004,American,,21st-century classical
Patrick_Doyle,Patrick Doyle,1953,,Scottish,,21st-century classical
Arnold_Dreyblatt,Arnold Dreyblatt,1953,,American,,21st-century classical
George_Dreyfus,George Dreyfus,1928,,Australian,,21st-century classical
William_Duckworth_(composer),William Duckworth,1943,2012,American,,21st-century classical
Denis_Dufour,Denis Dufour,1953,,French,"Dernier quatuor, PH 27–80, Blue Rocket on a Rocky Shore, Cycle Le Livre des désordres",21st-century classical
Hugues_Dufourt,Hugues Dufourt,1943,,French,,21st-century classical
Iancu_Dumitrescu,Iancu Dumitrescu,1944,,Romanian,,21st-century classical
Kyle_Bobby_Dunn,Kyle Bobby Dunn,1986,,Canadian,,21st-century classical
Joël-François_Durand,Joël-François Durand,1954,,French,Athanor; String Quartet; Concerto for piano and orchestra,21st-century classical
Frédéric_Durieux,Frédéric Durieux,1959,,French,,21st-century classical
Pascal_Dusapin,Pascal Dusapin,1955,,French,,21st-century classical
Henri_Dutilleux,Henri Dutilleux,1916,2013,French,,21st-century classical
Roland_Dyens,Roland Dyens,1955,,French,,21st-century classical
David_Earl_(composer),David Earl,1951,,South African,,21st-century classical
Dennis_Eberhard,Dennis Eberhard,1943,2005,American,,21st-century classical
Gerald_Eckert,Gerald Eckert,1960,,German,,21st-century classical
Ross_Edwards_(composer),Ross Edwards,1943,,Australian,,21st-century classical
Moritz_Eggert,Moritz Eggert,1965,,German,,21st-century classical
Margriet_Ehlen,Margriet Ehlen,1943,,Dutch,,21st-century classical
Søren_Nils_Eichberg,Søren Nils Eichberg,1973,,German-Danish,,21st-century classical
Susanne_Erding-Swiridoff,Susanne Erding-Swiridoff,1955,,German,,21st-century classical
Ludovico_Einaudi,Ludovico Einaudi,1955,,Italian,,21st-century classical
Halim_El-Dabh,Halim El-Dabh,1921,2017,Egyptian-American,,21st-century classical
Brian_Elias,Brian Elias,1948,,British-Indian,,21st-century classical
Anders_Eliasson,Anders Eliasson,1947,2013,Swedish,,21st-century classical
Dror_Elimelech,Dror Elimelech,1956,,Israeli,,21st-century classical
Amos_Elkana,Amos Elkana,1967,,Israeli,The Journey Home (opera),21st-century classical
Jean-Claude_Éloy,Jean-Claude Éloy,1938,,French,,21st-century classical
Huib_Emmer,Huib Emmer,1951,,Dutch,,21st-century classical
Péter_Eötvös,Péter Eötvös,1944,,Hungarian,,21st-century classical
Heimo_Erbse,Heimo Erbse,1924,2005,German,,21st-century classical
Hans-Ola_Ericsson,Hans-Ola Ericsson,1958,,Swedish,,21st-century classical
Iván_Erőd,Iván Erőd,1936,2019,Hungarian-Austrian,,21st-century classical
Andrei_Eshpai,Andrei Eshpai,1925,2015,Russian,,21st-century classical
Karlheinz_Essl,Karlheinz Essl,1960,,Austrian,,21st-century classical
Julio_Estrada,Julio Estrada,1943,,Mexican,,21st-century classical
Pierre_Even_(composer),Pierre Even,1946,,Luxembourgish,,21st-century classical
Eric_Ewazen,Eric Ewazen,1954,,American,,21st-century classical
Mohammed_Fairouz,Mohammed Fairouz,1985,,American,,21st-century classical
Ko_Fan-long,Ko Fan-long,1947,,Taiwanese,,21st-century classical
Robert_Farnon,Robert Farnon,1917,2005,Canadian,,21st-century classical
Gareth_Farr,Gareth Farr,1968,,New Zealander,,21st-century classical
Alfio_Fazio,Alfio Fazio,1959,,Italian,,21st-century classical
Frank_Felice,Frank Felice,1961,,American,,21st-century classical
Oscar_Feltsman,Oscar Feltsman,1921,2013,Russian,,21st-century classical
Brian_Ferneyhough,Brian Ferneyhough,1943,,British,,21st-century classical
Luc_Ferrari,Luc Ferrari,1929,2005,French-Italian,,21st-century classical
Lorenzo_Ferrero,Lorenzo Ferrero,1951,,Italian,"La Conquista, Risorgimento!, Franca Florio, regina di Palermo",21st-century classical
Joshua_Fineberg,Joshua Fineberg,1969,,American,,21st-century classical
Michael_Finnissy,Michael Finnissy,1946,,British,,21st-century classical
Elena_Firsova,Elena Firsova,1950,,Russian,,21st-century classical
Craig_First,C. P. First,1960,,American,,21st-century classical
David_First,David First,1953,,American,,21st-century classical
Graham_Fitkin,Graham Fitkin,1963,,British,,21st-century classical
Joseph_Fitzmartin,Joseph Fitzmartin,1943,,American,,21st-century classical
Robert_Fleisher,Robert Fleisher,1953,,American,,21st-century classical
Carlisle_Floyd,Carlisle Floyd,1926,,American,,21st-century classical
Beatriz_Bilbao,Beatriz Bilbao,1951,,Venezuelan,,21st-century classical
Eve_de_Castro-Robinson,Eve de Castro-Robinson,1956,,New Zealander,,21st-century classical
Graciela_Castillo,Graciela Castillo,1940,,Argentine,,21st-century classical
David_Flynn_(composer),David Flynn,1977,,Irish,,21st-century classical
George_Flynn,George Flynn,1937,,American,,21st-century classical
Henry_Flynt,Henry Flynt,1940,,American,,21st-century classical
Bernard_Foccroulle,Bernard Foccroulle,1953,,Belgian,,21st-century classical
Alexandra_Fol,Alexandra Fol,1981,,Bulgarian-Canadian,,21st-century classical
Adam_Fong,Adam Fong,1980,,American,,21st-century classical
Bill_Fontana,Bill Fontana,1947,,American,,21st-century classical
Andrew_Ford_(composer),Andrew Ford,1957,,English-Australian,,21st-century classical
Joseph_Dillon_Ford,Joseph Dillon Ford,1952,,American,,21st-century classical
Carlo_Forlivesi,Carlo Forlivesi,1971,,Italian,,21st-century classical
Malcolm_Forsyth,Malcolm Forsyth,1936,2011,South African-Canadian,,21st-century classical
Lukas_Foss,Lukas Foss,1922,2009,German-American,,21st-century classical
Yorgos_Foudoulis,Yorgos Foudoulis,1964,,Greek,,21st-century classical
John_Frandsen_(composer),John Frandsen,1956,,Danish,,21st-century classical
Vladimír_Franz,Vladimír Franz,1959,,Czech,,21st-century classical
Miguel_Frasconi,Miguel Frasconi,1956,,American,,21st-century classical
Don_Freund,Don Freund,1947,,American,,21st-century classical
Gabriela_Lena_Frank,Gabriela Lena Frank,1972,,American,,21st-century classical
Peter_Fribbins,Peter Fribbins,1969,,British,,21st-century classical
Grigory_Frid,Grigory Frid,1915,2012,Russian,,21st-century classical
Johannes_Fritsch,Johannes Fritsch,1941,2010,German,,21st-century classical
Kenneth_Fuchs,Kenneth Fuchs,1956,,American,,21st-century classical
Mamoru_Fujieda,Mamoru Fujieda,1955,,Japanese,,21st-century classical
Dai_Fujikura,Dai Fujikura,1977,,Japanese,,21st-century classical
Ellen_Fullman,Ellen Fullman,1957,,American,,21st-century classical
Beat_Furrer,Beat Furrer,1954,,Austrian,,21st-century classical
